DDR5,Kingston,6000,6000,8GB,KF560C40BBK2-16,Hynix M-die,SS,v,,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C30BBK2-32,Hynix A-die,SS,v,,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C32RWAK2-32,Hynix A-die,SS,v,,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C32RWA-16,Hynix A-die,SS,v,,2,v,,
DDR5,Corsair,6000,6000,32GB,CMK64GX5M2B6000C40 ver 4.43.02,Samsung,DS,v,,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-RS5K,Samsung B-die,DS,v,,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-TZ5RW,Samsung B-die,DS,v,,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-TZ5RK,Samsung B-die,DS,v,,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-TZ5NRW,Samsung B-die,DS,,v,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-FX5,Samsung B-die,DS,,v,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-TZ5NR,Samsung B-die,DS,,v,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-FX5W,Samsung B-die,DS,,v,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-RM5NRK,Samsung B-die,DS,v,v,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C32RW-16,Hynix A-die,SS,v,,2,v,,
DDR5,G.Skill,6000,6000,32GB,F5-6000J3636F32GX2-RM5NRW,Samsung B-die,DS,v,v,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C30BWK2-32,Hynix A-die,SS,v,,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C30BWEK2-32,Hynix A-die,SS,v,v,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C30BWEAK2-32,Hynix A-die,SS,v,v,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C40BWK2-32,Hynix A-die,SS,v,,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C30BWAK2-32,Hynix A-die,SS,v,,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C30BBAK2-32,Hynix A-die,SS,v,,2,v,,
DDR5,Kingston,6000,6000,16GB,KF560C30BBEK2-32,Hynix A-die,SS,v,v,2,v,,
DDR5,Team,6000,6000,32GB,TPSD532G6000HC4801,Hynix M-die,DS,,,2,v,,
DDR5,Team,6000,6000,32GB,TPSD564G6000HC48DC01,Hynix M-die,DS,,,2,v,,
DDR5,Team,6000,6000,32GB,CTCED564G6000HC34BDC01,Hynix M-die,DS,v,v,2,v,,
DDR5,Team,6000,6000,32GB,TPBD564G6000HC48DC01,Hynix M-die,DS,,,2,v,,
DDR5,Team,6000,6000,32GB,TPBD532G6000HC4801,Hynix M-die,DS,,,2,v,,
DDR5,Team,6000,6000,32GB,TED564G6000C48DC01,Hynix M-die,DS,,,2,v,,
DDR5,Team,6000,6000,32GB,TED532G6000C4801,Hynix M-die,DS,,,2,v,,
DDR5,KLEVV,6000,6000,16GB,KD5AGUA80-60E400S,Hynix,SS,v,v,2,v,,
DDR5,KLEVV,6000,6000,16GB,KD5AGUA80-60A300H,Hynix,SS,v,v,2,v,,
DDR5,KLEVV,6000,6000,16GB,KD5AGUA80-60A300G,Hynix,SS,v,,2,v,,
DDR5,Lexar,6000,6000,16GB,LD5FU016G-H6000GNH2G8GA,Hynix,SS,v,,2,v,,
DDR5,Lexar,6000,6000,16GB,LD5BU016G-R6000GDGA,Hynix A-die,SS,v,v,2,v,,
DDR5,Lexar,6000,6000,16GB,LD5BU016G-R6000GD2A,Hynix A-die,SS,v,v,2,v,,
DDR5,Corsair,6000,6000,24GB,CMH48GX5M2E6000C36 ver 3.53.02,SpecTek B-die,SS,v,,2,v,,
DDR5,Crucial,6000,6000,24GB,CP24G60C48U5.M8BR,Micron-B,SS,v,v,2,v,,
DDR5,Crucial,6000,6000,24GB,CP24G60C48U5.MBBR,Micron-B,SS,v,v,2,v,,
DDR5,Patriot,6000,6000,24GB,PVER548G60C42KW,Hynix M-die,SS,v,v,2,v,,
DDR5,ADATA,6000,6000,16GB,AX5U6000C4016G-DCLABK,Samsung B,SS,v,v,2,v,,
DDR5,OLOy,6000,6000,16GB,MD5U1660320BRKDE,Hynix A-die,DS,v,v,2,v,,
DDR5,PNY,6000,6000,16GB,MD16GSD5600038MXRGB,Hynix,SS,v,v,2,v,,
DDR5,PNY,6000,6000,16GB,MD32GK2D5600040MXR,Hynix,SS,v,v,2,v,,
DDR5,PNY,6000,6000,16GB,MD32GK2D5600040MSE,Hynix,SS,v,v,2,v,,
DDR5,PNY,6000,6000,16GB,MD32GK2D5600038MXRGB,Hynix,SS,v,v,2,v,,
DDR5,PNY,6000,6000,16GB,MD32GK2D5600040MXRGB,Hynix,SS,v,v,2,v,,
DDR5,PNY,6000,6000,16GB,MD16GSD5600040MSE,Hynix,SS,v,v,2,v,,
DDR5,PNY,6000,6000,16GB,MD16GSD5600040MXR,Hynix,SS,v,v,2,v,,
DDR5,PNY,6000,6000,16GB,MD16GSD5600040MXRGB,Hynix,SS,v,v,2,v,,
DDR5,Team,6000,6000,16GB,FF9D532G6000HC38ADC01,Hynix A-die,SS,v,v,2,v,,
DDR5,Team,6000,6000,16GB,FF4D532G6000HC38ADC01,Hynix,SS,,,2,v,,
